RMA ID,RMA Line,SO ID,SO Line,Invoice ID,Customer ID,Item ID,Rev,Item Name,Return Qty,Unit Price,RMA Status,Credit/Replace Option,Reason Code,Disc. %,Sales Tax,Extra Charges,Extra Charge Desc,Extended Amt,Project ID,Misc Line Description,Problem Desc.,Replacement Complete
RMA9979,1,,,,C1749,LEM-293-00-35KS,,LIGHT ENGINE MODULE REPLACEMENT-BEVELED 2.1/2.2 36W 80CRI 3500K,1,$100.00,Closed,None,,0,$0.00,,,$100.00,,,"ORIG SO# 61172 / INV#72052  -- REPORTED DEFECTIVE
REPL SO#77514  / INV#  -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928",
RMA9978,1,,,,C1118,LEM-218-00-35KS,,"LIGHT ENGINE MODULE REPLACEMENT 6"" BEVELED STD CRI 3500K",1,$115.00,Closed,None,,0,$0.00,,,$115.00,,,"ORIG SO#69436  / INV#84376  -- REPORTED DEFECTIVE
REPL SO#77512  / INV#  -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
",
RMA9977,1,,,,C1594,2233W-B1-F-119,,"BEVELED MINI WGD RND TRMMD ADJ  WET-DIE CAST BEVEL-ZINC PRIMER,USAI -10WHITE-CLEAR COAT-FROSTED",24,$0.00,Closed,None,,0,$0.00,,,$0.00,,,ORIG SO#  / INV#  -- REPORTED DEFECTIVE TO BE SENT TO FRANK FOR REVIEW. NATATORIUM FINISH,
RMA9976,1,,,,C1061,LEM-203-00-30KS,,LIGHT ENGINE MODULE REPLACEMENT NANO/MINI BEVELED STD CRI 3000K,3,$79.00,Closed,None,,0,$0.00,,,$237.00,,,"ORIG SO#42844  / INV#46755  -- REPORTED DEFECTIVE
REPL SO#77508  / INV#  -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928",
RMA9975,1,,,,C2000,LBRP6-9024-C3-21-21-10-30KS-25-SOC-SM-120V-DIML2,,"BEVELED 2.1 PENDANT 24W-BLACK-10"" OAL-3000KS-25°-SOC-SM-120V-DIML2",12,$0.00,Closed,None,,0,$0.00,,,$0.00,,,REWORK TO PMB-P1-07-21  SO77505,
RMA9974,3,,,,C1971,E2-390A,A,EM LED DRIVER 5.1W 3-30VDC .265mA 120/277VAC,3,$170.00,Closed,None,,0,$0.00,,,$510.00,,,"ORIG SO#71918  / INV#85704  -- REPORTED DEFECTIVE
REPL SO#77500  / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
",
RMA9974,1,,,,C1971,SP-140-1400-2-EML,,DRIVER REPLACEMENT - BEVELED 2.1 NC/IC/CP 33 WATT 1400mA 120V-277V-DIML2-TR-EML,3,$47.00,Closed,None,,0,$0.00,,,$141.00,,,"ORIG SO#71918  / INV#85704  -- REPORTED DEFECTIVE
REPL SO#77500  / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
",
RMA9974,2,,,,C1971,LEM-240-00-35KS,,LIGHT ENGINE MODULE REPLACEMENT-BEVELED 2.1/2.2 9-33W 80CRI 3500K,3,$90.00,Closed,None,,0,$0.00,,,$270.00,,,"ORIG SO#71918  / INV#85704  -- REPORTED DEFECTIVE
REPL SO#77500  / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
",
RMA9973,1,,,,C1638,SP-142-0700-2,,DRIVER REPLACEMENT BEVELED 2.1 FOR FT-HSG 16W 700mA-120V-277V-DIML2-TR,1,$46.00,Closed,None,,0,$0.00,,,$46.00,,,"ORIG SO#57802  / INV#66283  -- REPORTED DEFECTIVE
REPL SO#77498  / 77687  INV# TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
",
RMA9973,2,,,,C1638,SP-142-0700-2,,DRIVER REPLACEMENT BEVELED 2.1 FOR FT-HSG 16W 700mA-120V-277V-DIML2-TR,3,$46.00,Closed,None,,0,$0.00,,,$138.00,,,"ORIG SO#57802  / INV#66283  -- REPORTED DEFECTIVE
REPL SO#77498  / 77687  INV# TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
",
RMA9972,2,,,,C1501,SP-189-0350-19,,DRIVER REPLACEMENT SLIVERLED 350mA-DIML19-HT,1,$53.00,Closed,None,,0,$0.00,,,$53.00,,,"ORIG SO#67944  / INV#81471  -- REPORTED DEFECTIVE
REPL SO#77496  / INV#TBD  -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
",
RMA9972,1,,,,C1501,LEM-274-00-27KS,,LIGHT ENGINE MODULE REPLACEMENT SLIVERLED STD  CRI 2700K,1,$50.00,Closed,None,,0,$0.00,,,$50.00,,,"ORIG SO#67944  / INV#81471  -- REPORTED DEFECTIVE
REPL SO#77496  / INV#TBD  -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
",
RMA9971,1,,,,C1444,MWF12-41H1-27KS-BG-WH-TRM,,MICRO WALL WASH FLANGE 12 CELL 41W 2700KS BLACK SPECULAR-WHITE-TRIM,1,$199.00,Closed,None,,0,$0.00,,,$199.00,,,"ORIG SO# 71919 / INV#87462  -- REPORTED DEFECTIVE
REPL SO#77495  / INV#TBD  -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
",
RMA9970,1,,,,C2884,SP-142-0700-2,,DRIVER REPLACEMENT BEVELED 2.1 FOR FT-HSG 16W 700mA-120V-277V-DIML2-TR,1,$46.00,Closed,None,,0,$0.00,,,$46.00,,,"ORIG SO#74856  / INV# 92357 -- REPORTED DEFECTIVE
REPL SO#77494  / INV# TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
",
RMA9969,1,,,,C4196,SP-241-0700-6E,,DRIVER REPLACEMENT-BEVELED BLOCK 16W 700mA 120V-277V DIML6E,1,$44.00,Closed,None,,0,$0.00,,,$44.00,,,"ORIG SO#74988  / INV#92304  -- REPORTED DEFECTIVE
REPL SO#77480  / INV#TBD  -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
",
RMA9968,1,,,,C1361,LEM-203-00-30KH,,LIGHT ENGINE MODULE REPLACEMENT NANO/MINI BEVELED HI CRI 3000K,1,$104.00,Closed,None,,0,$0.00,,,$104.00,,,"ORIG SO# 34531 / INV#37177  -- REPORTED DEFECTIVE
REPL SO# 77476 / INV#TBD  -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
",
RMA9968,2,,,,C1361,SP-033-0500-2,,DRIVER REPLACEMENT NANO MTG-2 20W-500mA 120V-277V-DIML2-TR,1,$42.00,Closed,None,,0,$0.00,,,$42.00,,,"ORIG SO# 34531 / INV#37177  -- REPORTED DEFECTIVE
REPL SO# 77476 / INV#TBD  -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
",
RMA9967,1,,,,C1386,SP-140-1000-2,,DRIVER REPLACEMENT - BEVELED 2.1 NC/IC/CP 24 WATT 1000mA 120V-277V DIML2 TR,1,$37.00,Closed,None,,0,$0.00,,,$37.00,,,"ORIG SO#50144  / INV#56058  -- REPORTED DEFECTIVE
REPL SO#77467  / INV#TBD  -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
",
RMA9966,1,,,,C1940,LEM-240-00-35KS,,LIGHT ENGINE MODULE REPLACEMENT-BEVELED 2.1/2.2 9-33W 80CRI 3500K,1,$90.00,Closed,None,,1,$0.00,,,$0.00,,,"ORIG SO46210  / INV50892  -- FIXTURE STOPPED WORKING
REPL SO77465  / INVTBD  -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
//JOB:  CHRISTUS CHILD HOSP//Q22185",
RMA9965,1,,,,C2345,LEM-198-32-2722KH,,LIGHT ENGINE MODULE REPLACEMENT BEVELED 2.0 WGD/CCD 32W HI CRI 2700-2200KH,12,$140.00,Closed,None,,0,$0.00,,,"$1,680.00",,,"ORIG SO#67343  / INV#78844  -- REPORTED DEFECTIVE
- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
",
RMA9964,2,,,,C1594,LEM-204-00-3022KS,,LIGHT ENGINE MODULE REPLACEMENT BEVELED WGD ADJ 30DEG 18W STD CRI 3000-2200K,6,$115.00,Closed,None,,1,$0.00,,,$0.00,,,"//ORIG SO75066 / INV91363 -- REPORTED DEFECTIVE
//REPL SO77456 / INV TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
//NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
//JOB:  443 GREENWICH / Q37282",
RMA9964,1,,,,C1594,SP-156-0500-6A,,DRIVER REPLACEMENT BEVELED MINI CSD NC1 18W-500mA-120V-277V-DIML6A TR,6,$102.41,Closed,None,,1,$0.00,,,$0.00,,,"//ORIG SO75066 / INV91363 -- REPORTED DEFECTIVE
//REPL SO77456 / INV TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
//NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
//JOB:  443 GREENWICH / Q37282",
RMA9963,1,,,,C1845,LRTD4-9024-C3-30KH-50-NC-277V-DIML2,,BEVELED 2.1 RND TRIMMED DNL-24W-3000KH-50°-NC HSG-277V-DIML2,8,$286.00,Closed,None,,0,$0.00,,,"$2,288.00",,,"SO# 76010 / INV#92518  --  JOB CHANGES – CAN NOT USE
CREDIT UPON RECEIPT IN BRAND NEW CONDITION, LESS 50 % RESTOCKING
",
RMA9963,3,,,,C1845,CB 27,,27 INCH  CHANNEL BARS/2,8,$7.00,Closed,None,,0,$0.00,,,$56.00,,,"SO# 76010 / INV#92518  --  JOB CHANGES – CAN NOT USE
CREDIT UPON RECEIPT IN BRAND NEW CONDITION, LESS 50 % RESTOCKING
",
RMA9963,2,,,,C1845,3021-B1-F-10,,"BEVELED 2.1 RND TRIMMED DOWNLIGHT-1"" DIE CAST BEVEL-WHITE-FROSTED LENS",8,$79.00,Closed,None,,0,$0.00,,,$632.00,,,"SO# 76010 / INV#92518  --  JOB CHANGES – CAN NOT USE
CREDIT UPON RECEIPT IN BRAND NEW CONDITION, LESS 50 % RESTOCKING
",
RMA9962,1,,,,C1415,SP-140-0700-2-EML,,DRIVER REPLACEMENT - BEVELED 2.1 NC/IC/CP 16 WATT 700mA 120V-277V-DIML2-EML-TR,2,$39.00,Closed,None,,0,$0.00,,,$78.00,,,"//ORIG SO73196 and 75276 / INV87527, 88618, and 90951 -- REPORTED DEFECTIVE
//REPL SO77411 / INV TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
//NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
//JOB:  28 LIBERTY ",
RMA9962,2,,,,C1415,SP-140-0700-2,,DRIVER REPLACEMENT - BEVELED 2.1 NC/IC/CP 16WATT 700mA 120V-277V DIML2 -TR,2,$37.00,Closed,None,,0,$0.00,,,$74.00,,,"//ORIG SO73196 and 75276 / INV87527, 88618, and 90951 -- REPORTED DEFECTIVE
//REPL SO77411 / INV TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
//NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
//JOB:  28 LIBERTY ",
RMA9962,3,,,,C1415,LEM-240-00-35KS,,LIGHT ENGINE MODULE REPLACEMENT-BEVELED 2.1/2.2 9-33W 80CRI 3500K,2,$90.00,Closed,None,,0,$0.00,,,$180.00,,,"//ORIG SO73196 and 75276 / INV87527, 88618, and 90951 -- REPORTED DEFECTIVE
//REPL SO77411 / INV TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  
//NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
//JOB:  28 LIBERTY ",
RMA9961,1,,,,C1679,LEM-203-00-35KS,,LIGHT ENGINE MODULE REPLACEMENT NANO/MINI BEVELED STD CRI 3500K,1,$79.00,Closed,None,,0,$0.00,,,$79.00,,,"ORIG SO#50344  / INV#57241  -- REPORTED DEFECTIVE
REPL SO# 77394 -- CREDIT UPON RECEIPT OF DEFECTIVE  
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928

",
RMA9960,2,,,,C2731,LEM-293-00-40KS,,LIGHT ENGINE MODULE REPLACEMENT-BEVELED 2.1/2.2 36W 80CRI 4000K,1,$100.00,Closed,None,,0,$0.00,,,$100.00,,,"ORIG SO#67569  / INV#79519  -- REPORTED DEFECTIVE
REPL SO# 77390-- CREDIT UPON RECEIPT OF DEFECTIVE LEDS & DRIVERS
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
",
RMA9960,1,,,,C2731,SP-142-0900-6B,,DRIVER REPLACEMENT BEVELED 2.1 FOR FT-HSG 36W 900mA-120V-277V-DIML6B-EL,1,$80.00,Closed,None,,0,$0.00,,,$80.00,,,"ORIG SO#67569  / INV#79519  -- REPORTED DEFECTIVE
REPL SO# 77390-- CREDIT UPON RECEIPT OF DEFECTIVE LEDS & DRIVERS
NO RESTOCKING  -  RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928
",
