RMA ID,RMA Line,SO ID,SO Line,Invoice ID,Customer ID,Item ID,Rev,Item Name,Return Qty,Unit Price,RMA Status,Credit/Replace Option,Reason Code,Disc. %,Sales Tax,Extra Charges,Extra Charge Desc,Extended Amt,Project ID,Misc Line Description,Problem Desc.,Replacement Complete
RMA13341,1,SO93540,,,C4552,SP-317-0500-6E,,DRIVER REPLACEMENT BEVELED 2.2 NC HSG 12W 500mA 120V-277V-ELDO 1% LIN DIM,1,$48.00,Entered,Credit Only,,0,$0.00,,,$48.00,,,ORIGINAL SO#96540  //   REPORTED DEFECTIVE    // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE.   ,
RMA13340,1,SO84233,1,INV105160,C1118,1020-B1-S-10,,BEVELED BASIC RND DNL TRMMD-WHITE-SOLITE LENS,8,$66.00,Entered,Credit Only,CHANGES - NOT NEEDED,0,$0.00,,,$528.00,,,ORIG SO#84233 //  REPLACEMENTS  - NOT NEEDED //  CREDIT WILL BE ISSUED UPON RECEIPT IN BRAND NEW CONDITION // 25% RESTOCKING FEE,
RMA13339,1,,,,C1594,SP-034-1400-4,,DRIVER REPLACEMENT BEVELED 2.0 NC/IC/CP 33 WATT 1400mA 120V-277V DIML4 LU,19,$0.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$0.00,,,"ORIG SO#42608 / INV#46412 -- REPORTED DEFECTIVE - SITE VISIT - THOMAS/STANLEY - PROJECT: KAPLAN - 
REPL SO#98841 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING",
RMA13336,1,SO36645,,,C3217,SP-033-0350-2,,DRIVER REPLACEMENT NANO MTG-2 14W-350mA 120V-277V DIML2-TR,7,$49.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$343.00,,,"
ORIGINAL SO#36645  //   REPORTED LIGHT OUT  // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE.   
",
RMA13335,1,SO81028,,,C1466,SP-317-1400-6E,,DRIVER REPLACEMENT BEVELED 2.2 NC HSG 33W 1400mA 120V-277V-ELDO 1% LIN DIM,1,$50.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$50.00,,,ORIGINAL SO#81028  //   REPORTED DEFECTIVE  // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE,
RMA13334,1,SO81252,,,C1376,SP-189-0350-6E,,DRIVER REPLACEMENT SLIVERLED 350mA-DIML6E-EL,3,$46.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$138.00,,,ORIGINAL SO#81252  //   REPORTED DEFECTIVE  // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE,
RMA13333,1,,,,C1121,LEM-213-00-30KS,,LIGHT ENGINE MODULE REPLACEMENT BASIC BEVELED STD CRI 3000K,17,$0.00,Entered,Credit Only,VOIDING,0,$0.00,,,$0.00,,,"ORIG SO#44130 / INV#51420 -- REPORTED DEFECTIVE - NOT LIGHTING UP - LAB FOR EVALATION - PROJECT: 2155 WEBSTER ST - SF - 
REPL SO#100100 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP
",
RMA13332,1,SO93897,26,INV120401,C3756,B4SAF-33C3-30KS-T55-NC-UNV-D6E-HSG,,BEVELED 2.2 SQ ADJ TRMD 33W CLASSIC 30K 80CRI 55° BEAM NC HSG 120-277V ELDO 1% LIN DIM,115,$303.00,Entered,Credit Only,CHANGES -  REORDERED,0,$0.00,,,"$34,845.00",,,ORIGINAL SO#93897  CREDIT WILL BE ISSUED UPON RECEIPT IN BRAND NEW CONDITION // 50% RESTOCKING FEE,
RMA13331,2,SO95915,1,INV123824,C1051,LEM-240-00-27KS,,LIGHT ENGINE MODULE REPLACEMENT-BEVELED 2.1/2.2 9-33W 80CRI 2700K,1,$96.00,Entered,Credit Only,OTHER,0,$0.00,,,$96.00,,,RECEIVED INCORRET LED'S // NOT NEEDED ,
RMA13331,1,SO95915,1,INV123473,C1051,LEM-240-00-27KS,,LIGHT ENGINE MODULE REPLACEMENT-BEVELED 2.1/2.2 9-33W 80CRI 2700K,1,$96.00,Entered,Credit Only,OTHER,0,$0.00,,,$96.00,,,RECEIVED INCORRET LED'S // NOT NEEDED ,
RMA13330,1,SO81543,,,C4060,SP-141-1000-19,,DRIVER REPLACEMENT BEVELED 2.1 NCSM HSG 24 WATT 1000mA-120V-277V-DIML19 HT,1,$45.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$45.00,,,ORIGINAL SO#81543  //   REPORTED DEFECTIVE  // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE.   ,
RMA13329,1,SO88172,,,C1461,LEM-203-00-30KS,,LIGHT ENGINE MODULE REPLACEMENT NANO/MINI BEVELED STD CRI 3000K,2,$85.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$170.00,,,ORIGINAL SO# 888172 //   REPORTED WRONG COLOR TEMP  // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE.   ,
RMA13328,1,,,,C1136,SP-155-0350-2,,DRIVER REPLACEMENT- MINI NC1 14W 350mA 120V-277V-DIML2,1,$48.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$48.00,,,ORIGINAL SO#87840  //   REPORTED  DEFECTIVE  //  CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE,
RMA13327,1,SO87562,,,C1388,LEM-203-00-30KS,,LIGHT ENGINE MODULE REPLACEMENT NANO/MINI BEVELED STD CRI 3000K,5,$85.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$425.00,,,ORIGINAL SO#87562  //   REPORTED   YELLOWING LED  // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE,
RMA13326,1,SO45977,,,C1248,LEM-212-00-6022KS,,LIGHT ENGINE MODULE REPLACEMENT-BEVELED 2.1/2.2 CSD/CS1 80CRI 6000-2200K,3,$144.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$432.00,,,"ORIGINAL SO#45977  //   REPORTED DEFECTIVE   // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE
",
RMA13326,2,SO45977,,,C1248,SP-098-0700-2,,DRIVER REPLACEMENT-COLOR SELECT BEVELED 2.0 NC/IC/CP HSG 32 WATT 700mA 120V-277V DIML2-TR,1,$87.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$87.00,,,"ORIGINAL SO#45977  //   REPORTED DEFECTIVE   // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE
",
RMA13325,1,,,,C1386,SP-140-0700-7,,DRIVER REPLACEMENT - BEVELED 2.1 NC/IC/CP 16 WATT 700mA 120V-277V DIML7 EL,1,$124.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$124.00,,,"
ORIGINAL SO# 80267 //   REPORTED DEFECTIVE  //  CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE
",
RMA13324,2,SO66161,,,C4356,LEM-240-00-30KS,,LIGHT ENGINE MODULE REPLACEMENT-BEVELED 2.1/2.2 9-33W 80CRI 3000K,1,$96.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$96.00,,,ORIGINAL SO#66161  //   REPORTED LIGHT IS DIMMER THAN THE REST   // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE.   ,
RMA13324,1,SO66161,,,C4356,SP-140-0700-6E,,DRIVER REPLACEMENT- BEVELED 2.1 NC/IC/CP 16WATT 700mA 120V-277V DIML6E EL,1,$47.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$47.00,,,ORIGINAL SO#66161  //   REPORTED LIGHT IS DIMMER THAN THE REST   // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE.   ,
RMA13323,1,SO98675,1,INV127079,C1662,2221W-B1-S-10,,BEVELED MINI ROUND TRIMMED DOWNLIGHT WET-DIE CAST BEVEL-WHITE-SOLITE LENS,2,$90.365,Entered,Credit Only,SHIPPING ERROR,0,$0.00,,,$180.73,,,SHIPPING ERROR / CLOSED ORDER -NO MATERIAL SHIPPED //  NO MATERIAL IS BEING RETURN ,
RMA13322,1,SO95786,,,C1287,LEM-203-00-30KS,,LIGHT ENGINE MODULE REPLACEMENT NANO/MINI BEVELED STD CRI 3000K,1,$85.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$85.00,,,ORIGINAL SO# 95786 //   REPORTED DEFECTIVE // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE,
RMA13321,1,SO93330,,,C4822,SP-155-0350-6F,,DRIVER REPLACEMENT-MINI NC1 14W 350mA 120V-277V-DIML6F,1,$126.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$126.00,,,ORIGINAL SO# 93330 //   REPORTED DEFECTIVE   // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE.   ,
RMA13320,1,,,,C4823,LBRP6-9024-C3-21-21-10-35KS-90-SOF-A2-277V-DIML6F,,"BEVELED 2.1 PENDANT 24W-BLACK-10"" OAL-3500KS-90°-SOF-A2-277V-DIML6F",4,$0.00,InProcess,Credit Only,FREIGHT CARRIER ERROR,0,$0.00,,,$0.00,,,"ORIG SO#90057 / INV#114871 -- REPORTED RETURNED BY UPS - 
REPL SO#100072 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP

",
RMA13318,1,,,,C1594,LEM-240-00-35KS,,LIGHT ENGINE MODULE REPLACEMENT-BEVELED 2.1/2.2 9-33W 80CRI 3500K,10,$0.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$0.00,,,"ORIG SO#  / INV#  -- REPORTED DEFECTIVE - NOT LIGHTING UP - SITE VISIT - STANLEY - PROJECT: GUIDON ENERGY - DESIGN BUILD - 
REPL SO#100058 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP
",
RMA13318,2,,,,C1594,SP-140-1400-2,,DRIVER REPLACEMENT - BEVELED 2.1 NC/IC/CP 33 WATT 1400mA 120V-277V DIML2 -TR,3,$0.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$0.00,,,"ORIG SO#  / INV#  -- REPORTED DEFECTIVE - NOT LIGHTING UP - SITE VISIT - STANLEY - PROJECT: GUIDON ENERGY - DESIGN BUILD - 
REPL SO#100058 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP
",
RMA13318,3,,,,C1594,SP-140-1400-2-EML,,DRIVER REPLACEMENT - BEVELED 2.1 NC/IC/CP 33 WATT 1400mA 120V-277V-DIML2-TR-EML,3,$0.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$0.00,,,"ORIG SO#  / INV#  -- REPORTED DEFECTIVE - NOT LIGHTING UP - SITE VISIT - STANLEY - PROJECT: GUIDON ENERGY - DESIGN BUILD - 
REPL SO#100058 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP
",
RMA13317,2,,,,C1594,LNMT-1-10-10-8420-M2-30KH-10-10-10-TRM,,NANOLED MULTI 1 HEAD TRIMMED-WHITE-20W-3000KH-10° DISTRIBUTION-WHITE INTERIOR-WHITE FLANGE,50,$0.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$0.00,,,"ORIG SO#69369, 82853 / INV#82384, 82538, 84057, 102664 -- REPORTED DEFECTIVE - LIGHT ARE OUT -  SITE VISIT - STANLEY LUGO - PROJECT: HENKEL TI (OCEAN CULVER CITY) --
REPL SO#97380 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING",
RMA13317,1,,,,C1594,LNMT-2-10-10-8420-M2-30KH-10-10-10-TRM-MODOG,,NANOLED MULTI 2 HEAD TRIMMED-WHITE-20W-3000KH-10° DISTRIBUTION-WHITE-FINISH WHITE TRIM-MOD=OG,29,$0.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$0.00,,,"ORIG SO#69369, 82853 / INV#82384, 82538, 84057, 102664 -- REPORTED DEFECTIVE - LIGHT ARE OUT -  SITE VISIT - STANLEY LUGO - PROJECT: HENKEL TI (OCEAN CULVER CITY) --
REPL SO#97380 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING",
RMA13316,1,,,,C1248,SP-312-0700-6E,,DRIVER REPLACEMENT BEVELED 2.2 FT HSG 16W 700mA 120V-277V-ELDO 1% LIN DIM,1,$48.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$48.00,,,ORIGINAL SO# 94017 //   REPORTED   BLINKING  // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE.   ,
RMA13315,1,SO97886,,,C1051,SP-257-0350-19,,DRIVER REPLACEMENT-MINI BASIC-15W 350mA DIML19-HT,1,$55.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$55.00,,,ORIGINAL SO#  97886 //   REPORTED  STOPPED WORKING // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE.   ,
RMA13315,2,SO97886,,,C1051,LEM-307-00-30KS,,LIGHT ENGINE MODULE REPLACEMENT PRIMARY STD CRI 3000K,1,$85.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$85.00,,,ORIGINAL SO#  97886 //   REPORTED  STOPPED WORKING // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE.   ,
RMA13314,1,,,,C1594,LED-230-S01-27B,B,"LIGHT ENGINE - (7) CREE XML-2, 12-16W, .50-.70A STD CRI 2700K",1,$0.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$0.00,,,"ORIG SO# 33520 / INV# 35178 -- REPORTED DEFECTIVE
REPL SO# 38564 /-- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING
RETURN USING USAI’S UPS ACCOUNT NUMBER 6X7928",
RMA13313,1,,,,C1594,LED-240-S00-27E,E,"LIGHT ENGINE-(7) CREE XPL, 19-23V, 8-33W, .35-1.4A STD CRI 2700K",19,$0.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$0.00,,,// JOB NAME KAPLAN // ,
RMA13312,1,,,,C1432,SP-218-1300-6E,,DRIVER REPLACEMENT BEVELED 5.0 WGD 80W 1300mA 120V-277V-DIML6E-EL,1,$150.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$150.00,,,ORIGINAL SO# 73521  //   RECEIVED A DIFFERENT  REPL-DRIVER FROM  THE  ORIGINAL  // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE.   ,
RMA13311,1,SO87879,,,C2050,LEM-319-00-30KS,,LIGHT ENGINE MODULE REPLACEMENT MINI X 80 CRI 3000K,2,$26.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$52.00,,,ORIGINAL SO# 87879 //   REPORTED DEFECTIVE   // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE,
RMA13311,2,SO87879,,,C2050,SP-323-0500-19,,DRIVER REPLACEMENT DRIVER - REPLACEMENT MINI X FT/FTIC-500mA 120V-277V DIML19-HT,2,$54.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$108.00,,,ORIGINAL SO# 87879 //   REPORTED DEFECTIVE   // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE,
RMA13310,2,SO75687,,,C4101,SP-175-0700-1M,,DRIVER ASM BEVELED WRGB- 32W 350/350/350/700mA 120V-277V NC/IC/CP 8 BIT MANUAL ADDRESSING DMX DIM-EL,1,$119.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$119.00,,,ORIGINAL SO#75687  //   REPORTED FLASHING   // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE.   ,
RMA13310,1,SO75687,,,C4101,LEM-273-00-RGB30KS,,LIGHT ENGINE MODULE REPLACEMENT-BEVELED 2.1/2.2 32W 80CRI 3000K,1,$109.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$109.00,,,ORIGINAL SO#75687  //   REPORTED FLASHING   // CREDIT UPON RECEIPT   //   RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE.   ,
RMA13309,1,,,,C3756,B4SAF-25-SF-WH-WH-TRM,,BEVELED SQUARE TRMD DL/ADJ SOLITE FROSTED LENS WHITE TRIM,115,$87.00,Entered,Credit Only,CHANGES -  REORDERED,0,$0.00,,,"$10,005.00",,,"SO#93897 / INV#120401 --  JOB CHANGES – CAN NOT USE
CREDIT UPON RECEIPT IN BRAND NEW CONDITION, LESS  50% RESTOCKING

",
RMA13309,3,,,,C3756,CB 27,,27 INCH  CHANNEL BARS/2,115,$8.00,Entered,Credit Only,CHANGES -  REORDERED,0,$0.00,,,$920.00,,,"SO#93897 / INV#120401 --  JOB CHANGES – CAN NOT USE
CREDIT UPON RECEIPT IN BRAND NEW CONDITION, LESS  50% RESTOCKING

",
RMA13309,2,,,,C3756,B4SAF-33C3-30KS-T55-NC-UNV-D6E-HSG,,BEVELED 2.2 SQ ADJ TRMD 33W CLASSIC 30K 80CRI 55° BEAM NC HSG 120-277V ELDO 1% LIN DIM,115,$303.00,Entered,Credit Only,CHANGES -  REORDERED,0,$0.00,,,"$34,845.00",,,"SO#93897 / INV#120401 --  JOB CHANGES – CAN NOT USE
CREDIT UPON RECEIPT IN BRAND NEW CONDITION, LESS  50% RESTOCKING

",
RMA13308,1,,,,C4823,CA2,,"TEE BAR ASM 24""- 30"" CENTER CUT CEILING",13,$13.00,Entered,Credit Only,CHANGES - NOT NEEDED,0,$0.00,,,$169.00,,,"SO#98212 / INV#126891 --  JOB CHANGES – CAN NOT USE
CREDIT UPON RECEIPT IN BRAND NEW CONDITION, LESS  0% RESTOCKING
",
RMA13307,1,,,,C1921,SP-033-0500-4,,DRIVER REPLACEMENT NANO MTG-2 20W-500mA 120V-277V DIML4-LU,16,$135.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,"$2,160.00",,,"ORIG SO#79168 / INV#96458 -- REPORTED DEFECTIVE - NOT LIGHTING UP - 
REPL SO#100009 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP
",
RMA13306,1,,,,C2884,SP-033-0350-2,,DRIVER REPLACEMENT NANO MTG-2 14W-350mA 120V-277V DIML2-TR,1,$49.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$49.00,,,"ORIG SO#85602 / INV#106053 -- REPORTED DEFECTIVE - NOT LIGHTING UP -
REPL SO#100003 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP
",
RMA13306,2,,,,C2884,LEM-203-00-30KS,,LIGHT ENGINE MODULE REPLACEMENT NANO/MINI BEVELED STD CRI 3000K,1,$85.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$85.00,,,"ORIG SO#85602 / INV#106053 -- REPORTED DEFECTIVE - NOT LIGHTING UP -
REPL SO#100003 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP
",
RMA13305,1,,,,C3588,SP-142-0500-2,,DRIVER REPLACEMENT BEVELED 2.1 FOR FT-HSG 12W 500mA-120V-277V-DIML2-TR,1,$55.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$55.00,,,"ORIG SO#90127 / INV#114615 -- REPORTED DEFECTIVE - LIGHT IS STROBING - 
REPL SO#99994 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP
",
RMA13304,2,,,,C1585,SP-062-0500-4,,DRIVER REPLACEMENT BEVELED BASIC NCSM HSG 20 WATT 500mA-120V-277V-DIML4-LU,1,$127.00,Entered,Credit Only,,0,$0.00,,,$127.00,,,"ORIG SO#78320/ INV#95194 -- REPORTED DEFECTIVE - NOT LIGHTING UP -
REPL SO#99991 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP
",
RMA13304,1,,,,C1585,SP-062-0500-4,,DRIVER REPLACEMENT BEVELED BASIC NCSM HSG 20 WATT 500mA-120V-277V-DIML4-LU,4,$127.00,Entered,Credit Only,,0,$0.00,,,$508.00,,,"ORIG SO#78320/ INV#95194 -- REPORTED DEFECTIVE - NOT LIGHTING UP -
REPL SO#99991 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP
",
RMA13303,1,,,,C4614,USAI-3DL-FC1RX18A-00,,SAVANT/USAI REMOTE DRIVER-RECESS 3 18W INFINATE COLOR+ DMX CONTROL,1,$165.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$165.00,,,"ORIG SO#85363 / INV#106929 -- REPORTED DEFECTIVE - NOT LIGHTING  UP - 
REPL SO#99988 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP
",
RMA13302,1,,,,C1760,SP-062-0500-2,,DRIVER REPLACEMENT BEVELED BASIC NCSM HSG 20 WATT 500mA-120V-277V-DIML2-TR,1,$38.00,Entered,Credit Only,ELECTRICAL,0,$0.00,,,$38.00,,,"ORIG SO#81106 / INV#98922 -- REPORTED DEFECTIVE - NOT LIGHTING UP - 
REPL SO#99978 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP
",
