Item ID,Rev Level,Item Name
E2-482,,DRIVER-CC 25W 400mA 21-62V 120-277V 50/60HZ 0-10V DIM-TR
E2-483,,DRIVER-CC 25W 500mA 13-40V 120-277V 50/60HZ NON DIM -TR (SET W/ RESISTOR FROM FACTORY)
E2-484,,DRIVER-CC 40W 350mA 15-38V 120V 50/60HZ CCR FWD DIM-LU
E2-485,,DRIVER-CC 40W 500mA 15-38V 120V 50/60HZ CCR FWD DIM-LU
E2-486,,DRIVER-CC 40W 700mA 15-38V 120V 50/60HZ CCR FWD DIM-LU
E2-487,,DRIVER-CC 40W 1000mA 15-38V 120V-277V 50/60HZ CCR FWD DIM-LU
E2-488,,DRIVER-CC 40W 1400mA 15-38V 120V 50/60HZ CCR FWD DIM-LU
E2-489,,DRIVER-CC 40W 350mA 15-38V 120V-277V 50/60HZ CCR ECO DIM-LU
E2-490,,DRIVER-CC 40W 500mA 15-38V 120V-277V 50/60HZ CCR ECO DIM-LU
E2-491,,DRIVER-CC 40W 700mA 15-38V 120V-277V 50/60HZ CCR ECO DIM-LU
E2-492,,DRIVER-CC 40W 1000mA 15-38V 120V-277V 50/60HZ ECO CCR DIM-LU
E2-493,,DRIVER-CC 40W 1400mA 15-38V 120V-277V 50/60HZ ECO CCR DIM-LU
E2-494,,EM DRIVER - CC 7.0W 270mA 30-50V 120-277V 50/60HZ
E2-495,,DRIVER - 17W 350mA 9-48V 220-240V 50/60HZ NON -HR
E2-496,,DRIVER - 24W 500mA 9-48V 220-240V 50/60HZ NON-HR
E2-497,,DRIVER - 33W 700mA 9-48V 220-240V 50/60HZ NON -HR
E2-498,,DRIVER - 33W 1000mA 9-33V 220-240V 50/60HZ NON -HR
E2-499,,DRIVER - 40W 1400mA 15-28V 220-240V 50/60HZ NON - HR
E2-500,,DRIVER - 17W 350mA 11-48V 220-240V 50/60HZ 0-10V- HR
E2-501,,DRIVER - 24W 500mA 11-48V 220-240V 50/60HZ 0-10V-HR
E2-502,,DRIVER - 33W 700mA 11-48V 220-240V 50/60HZ 0-10V -HR
E2-503,,DRIVER - 33W 1000mA 11-33V 220-240V 50/60HZ 0-10V-HR
E2-504,,DRIVER - 50W 1400mA 18-36V 220-240V 50/60HZ 0-10V/DALI - HR
E2-509,,DRIVER - 18W 350mA 30-52V 220-240V 50/60HZ FWD-HR
E2-510,,DRIVER - 20W 500mA 20-40V 220-240V 50/60HZ FWD-HR
E2-511,,DRIVER - 20W 700mA 14-28V 220-240V 50/60HZ FWD-HR
E2-514,A,EM DRIVER 20W 1000mA 20-50V 120-277V 50/60HZ
E2-515,,DRIVER - CC 30W 350mA 5-55V 120-277 50/60HZ 0-10V LIN 0.1% DIM PKG B -EL
E2-516,,DRIVER - CC 30W 500mA 5-55V 120-277 50/60HZ 0-10V LIN 0.1% DIM PKG B -EL
E2-517,,DRIVER - CC 30W 700mA 5-55V 120-277 50/60HZ 0-10V LIN 0.1% DIM PKG B -EL
E2-518,,DRIVER - CC 30W 1050mA 5-55V 120-277 50/60HZ 0-10V LIN 0.1% DIM PKG B -EL
E2-519,,DRIVER - CC 30W 350mA 5-55V 120-277 50/60HZ DALI LIN 0.1% DIM PKG B -EL
E2-520,,DRIVER - CC 30W 500mA 5-55V 120-277 50/60HZ DALI DIM -EL
E2-521,,DRIVER - CC 30W 700mA 5-55V 120-277 50/60HZ DALI DIM -EL
E2-522,,DRIVER - CC 30W 1050mA 5-55V 120-277 50/60HZ DALI LIN 0.1% DIM PKG B -EL
E2-525,A,DRIVER - CC 12W 250mA 24-48V 120-277V 50/60HZ NON-TR
E2-526,,DRIVER - CC 20W 350mA 16-48V 120-277 50/60HZ 0-10V -TR
E2-527,,DRIVER - CC 20W 500mA 14-40V 120-277 50/60HZ 0-10V -TR
E2-529,,DRIVER-CC 25W-700mA 12-36V 120-277 50/60HZ 0-10V/POT-IN
E2-530,,DRIVER-CC 40W 900mA 15-38V 120-277 5060HZ ECO -LU
E2-531,,DRIVER - CC 30W 350mA 5-55V 120-277 50/60HZ 0-10V LOG DIM -EL
E2-532,,DRIVER - CC 30W 500mA 5-55V 120-277 50/60HZ 0-10V LOG 0.1% DIM PKG B -EL
E2-533,,DRIVER - CC 30W 700mA 5-55V 120-277 50/60HZ 0-10V LOG 0.1% DIM PKG B -EL
E2-534,,DRIVER - CC 30W 1050mA 5-55V 120-277 50/60HZ 0-10V LOG 0.1% DIM PKG B -EL
E2-535,,DRIVER - CC 50W 350mA 5-55V 120-277V 50/60HZ 0-10 DIM INT HSG -EL
E2-536,,DRIVER - CC 50W 500mA 5-55V 120-277V 50/60HZ 0-10 DIM INT HSG -EL
E2-537,,DRIVER - CC 50W 700mA 5-55V 120-277V 50/60HZ 0-10 DIM INT HSG -EL
E2-538,,DRIVER - CC 50W 1050mA 5-55V 120-277V 50/60HZ 0-10 DIM INT HSG -EL
E2-539,,DRIVER - CC 50W 350mA 5-55V 120-277V 50/60HZ LOG 0-10 DIM INT HSG -EL
E2-540,,DRIVER - CC 50W 500mA 5-55V 120-277V 50/60HZ LOG 0-10 DIM INT HSG -EL
E2-541,,DRIVER - CC 50W 700mA 5-55V 120-277V 50/60HZ LOG 0-10 DIM INT HSG -EL
E2-542,,DRIVER - CC 50W 1050mA 5-55V 120-277V 50/60HZ LOG 0-10 DIM INT HSG -EL
E2-543,,DRIVER - CC 50W 350mA 5-55V 120-277V 50/60HZ LOG DALI DIM INT HSG -EL
E2-544,,DRIVER - CC 50W 500mA 5-55V 120-277V 50/60HZ LOG DALI DIM INT HSG -EL
E2-545,,DRIVER - CC 50W 700mA 5-55V 120-277V 50/60HZ LOG DALI DIM INT HSG -EL
E2-546,,DRIVER - CC 50W 1050mA 5-55V 120-277V 50/60HZ LOG DALI DIM INT HSG -EL
E2-547,,DRIVER - CC 25W 350mA 15-40V 220-240V 50/60HZ CCR ECO DIM INT HSG -LU
E2-548,,DRIVER - CC 25W 500mA 15-40V 220-240V 50/60HZ CCR ECO DIM INT HSG -LU
E2-549,,DRIVER - CC 25W 700mA 15-40V 220-240V 50/60HZ CCR ECO DIM INT HSG -LU
E2-550,,DRIVER - CC 25W 1000mA 15-40V 220-240V 50/60HZ CCR ECO DIM INT HSG -LU
E2-551,,DRIVER - CC 40W 900mA 15-45V 120-277V 50/60HZ NON DIM -TR
E2-552,,DRIVER - CC 40W 900mA 15-45V 120-277V 50/60HZ 0-10V DIM -TR
E2-553,,DRIVER - CC 40W 900mA 15-38V 120V 50/60HZ FWD -LU
E2-554,,DRIVER - CC 50W 900mA 5-55V 120-277V 50/60HZ 0-10V DIM -EL
E2-555,,DRIVER - CC 50W 900mA 5-55V 120-277V 50/60HZ LOG 0-10V DIM -EL
E2-556,,DRIVER - CC 50W 900mA 5-55V 120-277V 50/60HZ LOG DALI DIM -EL
E2-557,,DRIVER - CC 50W 900mA 5-55V 120-277V 50/60HZ DMX DIM -EL
E2-558,,DRIVER- CC 25W 1050mA 13-25V 120-277V 50/60HZ 0-10V/POT-IN
E2-566,,DRIVER - CC 40W 1000mA 12-36V 120-277V 50/60HZ 0-10V DIM-TR
E2-567,,DRIVER-CC 40W 1300mA 10-30V 120-277V 50/60HZ 0-10V DIM
E2-568,,DRIVER - CC 100W 1000mA 5-55V 120-277V 50/60HZ 0-10V DIM -EL
E2-569,,DRIVER - CC 100W 1000mA 5-55V 120-277V 50/60HZ LOG 0-10V DIM -EL
E2-570,,DRIVER - CC 100W 1000mA 5-55V 120-277V 50/60HZ DALI DIM -EL
E2-571,,DRIVER - CC 100W 1000mA 5-55V 120-277V 50/60HZ DMX DIM -EL
E2-573,,DRIVER - CC 40W 1300mA 15-38V 120V-277V 50/60HZ CCR FWD DIM-LU
E2-574,,DRIVER - CC 40W 1300mA 15-38V 120V-277V 50/60HZ CCR ECO DIM-LU
E2-579,,DRIVER - CC 40W 700mA 27-54V 120V 50/60HZ FWD/REV DIM -TR
E2-580,,DRIVER - CC 40W 1000mA 20-40V 120V 50/60HZ FWD/REV DIM -TR
E2-581,,DRIVER - CC 40W 1300mA 15-30V 120V 50/60HZ FWD/REV DIM -TR
E2-583,,DRIVER - (2) CC 40W 1000mA 15-38V 120V-277V 50/60HZ CCR ECO DIM-LU
E2-585,,DRIVER - (2) CC 40W 1300mA 15-38V 120V-277V 50/60HZ CCR ECO DIM-LU
E2-597,,DRIVER - CC 100W 350mA 5-55V 120-277V 120-277V 50/60HZ 0-10V DIM-EL
E2-598,,DRIVER - CC 100W 350mA 5-55V 120-277V 50/60HZ LOG 0-10V DIM -EL
E2-599,,DRIVER - CC 100W 350mA 5-55V 120-277V 50/60HZ DALI DIM -EL
E2-600,,DRIVER - CC 100W 350mA 5-55V 120-277V 50/60HZ DMX DIM -EL
E2-601,,DRIVER - CC 100W 500mA 5-55V 120-277V 50/60HZ 0-10V DIM -EL
E2-602,,DRIVER - CC 100W 500mA 5-55V 120-277V 50/60HZ  LOG 0-10V DIM -EL
E2-603,,DRIVER - CC 100W 500mA 5-55V 120-277V 50/60HZ  DALI  DIM -EL
E2-604,,DRIVER - CC 100W 500mA 5-55V 120-277V 50/60HZ  DMX  DIM -EL
E2-605,,DRIVER - CC 40W 1400mA 8-20V 120V 50/60HZ CCR FWD DIM-LU
E2-606,,DRIVER - CC 40W 1400mA 8-20V 120V-277V 50/60HZ CCR ECO DIM-LU
E2-607,,DRIVER - CC 40W 2000mA 8-20V 120V 50/60HZ CCR FWD DIM-LU
E2-608,,DRIVER - CC 40W 2000mA 8-20V 120V-277V 50/60HZ CCR ECO DIM-LU
E2-610,,DRIVER - CC 50W 350/350/350/700mA 5-55V 120-277V 50/60HZ (4) DMX DIM-EL
E2-611,,DRIVER - CC 50W 350/350/350/700mA 5-55V 120-277V 50/60HZ (4) PS64 AUTO DMX DIM-EL
E2-618,,DRIVER - CC 40W 900mA 30-54V 120V 50/60HZ CCR FWD DIM-LU
E2-619,,DRIVER - CC 40W 900mA 30-54V 120-277V 50/60HZ CCR ECO DIM-LU
E2-620,,DRIVER-CC 50W 700mA 5-55V 120-277 50/60HZ LOG 0-10V DIM-EL
E2-622,,DRIVER-CC-50W-350/350/350/700mA-5-55V-120-277V-50/60HZ (4)PS64-MAN 16 BIT DMX DIM -EL
E2-623,,DRIVER - CC 50W 350/350/350/700mA 5-55V 120-277V 50/60HZ  (4) PS64 AUTO 16BIT DMX DIM -EL
E2-624,,DRIVER - CC 30W 250mA 5-55V 120-277V 50/60HZ 0-10V DIM-EL
E2-625,,DRIVER - CC 50W 350/350/350/500mA 5-55V 120-277V 50/60HZ (4) PS64 MAN DMX DIM -EL
E2-633,,DRIVER-CC 30W 350mA 15-55V 347V 50/60HZ 0-10 DIM-UN
E2-634,,DRIVER - CC 30W 500mA 15-43V 347V 50/60HZ 0-10V DIM -UN
E2-635,,DRIVER - CC 30W 700mA 15-44V 347V 50/60HZ 0-10V DIM -UN
E2-636,,DRIVER - CC 30W 1050mA 15-30V 347V 50/60HZ 0-10V DIM -UN
E2-637,,DRIVER-CC 55W 1400mA 13-39V 347V 50/60HZ 0-10 DIM-UN
E2-638,,DRIVER-CC 55W 900mA 13-55V 347V 50/60HZ 0-10 DIM-UN
E2-639,,DRIVER-CC 55W 1300mA 13-42V 347V 50/60HZ 0-10 DIM-UN
E2-641,A,DRIVER-CC 40W 500mA 24-50V 120V-277V 50/60HZ CCR 5 ECO DIM-LU
E2-644,,EM BATTERY PACK/DRIVER-CC 7.0W 270mA 30-50V 120-277V 50/60HZ
E2-645,,DRIVER-CV 96W 1000-4000mA 24V 120-277V 50/60HZ NON DIM-TR
E2-646,,DRIVER -CC 50W 900mA 5-55V 120-277V 50/60HZ LIN 0-10V 0% DIM B PKG -EL
E2-647,,DRIVER -CC 50W 900mA 5-55V 120-277V 50/60HZ LOG 0-10V 0% DIM B PKG -EL
E2-648,,DRIVER -CC 50W 900mA 5-55V 120-277V 50/60HZ DALI 0% LIN DIM B PKG -EL
E2-649,,DRIVER - CC 50W 500mA 5-55V-120-277V-50/60HZ LOG 0-10V DIML-EL
E2-652,,DRIVER- CC 50W 900mA 30-50V 120-277V 50/60HZ CCR ECO DIM H SERIES-LU
E2-654,,DRIVER- CC 50W 700mA 5-55V 120-277V 50/60HZ 16BIT DMX-DIM-EL
E2-655,,DRIVER- CC 50W 900mA 5-55V 120-277V 50/60HZ 16BIT DMX-DIM-EL
E2-656,,DRIVER- CC 50W 1000mA 5-55V 120-277V 50/60HZ 16BIT DMX-DIM-EL
E2-657,,DRIVER- CC 50W 1400mA 2-55V 120-277V 50/60HZ 0-10V DIM-EL
E2-658,,DRIVER-CC 50W 1400mA 2-55V 120-277V 50/60HZ LOG 0-10V DIM-EL
E2-659,,DRIVER-CC 50W 1400mA 2-55V 120-277V 50/60HZ DALI DIM-EL
E2-665,,DRIVER-CC 55W 1300mA 15-38V 120-277V 50/60HZ 0-10V 1% DIM-UN
E2-668,,DRIVER-CC 15W 500mA 15-30V 120-277V 50/60HZ CCR ECO 5% DIM PKG KS -LU
E2-669,,DRIVER-CC 25W 700mA 16-35V 120-277V 50/60HZ CCR ECO 5% DIM PKG KS-LU
E2-670,,DRIVER-CC 35W 1050mA 19-33V 120-277V 50/60HZ CCR ECO 5% DIM PKG KS -LU
E2-671,,DRIVER-CC 35W 1400mA 13-25V 120-277V 50/60HZ CCR ECO 5% DIM PKG KS -LU
E2-673,,DRIVER-CC 26W 500mA 16-37V 120-277V 50/60HZ CCR/PWM ECO 1% DIM PKG KS -LU
E2-674,,DRIVER-CC 26W 700mA 16-37V 120-277V 50/60HZ CCR/PWM ECO 1% DIM PKG KS -LU
E2-675,,DRIVER-CC 32W 1050mA 13-30V 120-277V 50/60HZ CCR/PWM ECO 1% DIM PKG KS -LU
E2-676,,DRIVER-CC 32W 1400mA 13-30V 120-277V 50/60HZ CCR/PWM ECO 1% DIM PKG KS -LU
E2-679,,DRIVER-CC 50W 1300mA 2-55V 120-277V 50/60HZ 0-10V DIM-EL
E2-680,,DRIVER - CC 50W 1300mA 2-55V 120-277V 50/60HZ LOG 0-10V DIM -EL
E2-681,,DRIVER - CC 50W 1300mA 2-55V 120-277V 50/60HZ DALI DIM -EL
E2-682,,DRIVER-CC 40W 500mA 15-38V 120V-277V 50/60HZ CCR ECO DIMPKG KL-LU
E2-683,,DRIVER - CC 50W 500mA 2-55V 120-277V 50/60HZ 0-10V 1% DIM-EL
E2-688,,"EM DRIVER -10 W 200/400mA,30-50V/10-29V 120-277V 50/60HZ SELECT LOAD W/DUEL CONDUIT TS WALL PLATE"
E2-689,,"EM DRIVER-10 W 200/400mA,30-50V/10-29V 120-277V 50/60HZ SELECT LOAD W/DAUL CONDUIT ST ADAPTER"
E2-690,,"EM DRIVER-10 W 200/400mA, 30-50V/10-29V 120-277V 50/60HZ SELECT LOAD W/ NO CONDUIT"
E2-692,,DRIVER -CC 20W 350mA 19-57V 120-277V 50/60HZ 0-10V-TR
E2-693,,"EM BATTER PACK/DRIVER-5W 320mA MAX, 6-55V 230-240V 50/60HZ-DALI"
E2-694,,DRIVER-CC 17W 350mA 23-50V 120-277V 50/60HZ CCR ECO 5% DIM PKG KS -LU
E2-694CS,,DRIVER-CC 17W 350mA 23-50V 120-277V 50/60HZ CCR ECO 5% DIM PKG KS-LU-CUSTOMER SUPPLIED
E2-695,,DRIVER-CC 25W 500mA 24-50V 120-277V 50/60HZ CCR ECO 5% DIM PKG KS -LU
E2-696,,DRIVER-CC 17W 350mA 21-50V 120-277V 50/60HZ CCR/PWM ECO 1% DIM PKG KS -LU
E2-697,,DRIVER-CC 35W 500mA 30-50V 120-277V 50/60HZ CCR/PWM ECO 1% DIM PKG KS -LU
E2-698,,DRIVER - CC 30W 500mA 2-55V 120-277V 50/60HZ 0-10V 1% DIM PKG B -EL(*245N9G)
E2-699,,DRIVER - CC 50W 350mA 5-55V 120-277V 50/60HZ 0-10V LOG DIM
E2-701,,DRIVER - CC 30W 350mA 2-55V 120-277V 50/60HZ 0-10V LIN 1% DIM PKG B -EL
E2-702,,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ 0-10V LIN 1% DIM PKG B -EL
E2-703,,DRIVER - CC 30W 1050mA 2-55V 120-277V 50/60HZ 0-10V LIN 1% DIM PKG B -EL
E2-707,,DRIVER- CC 25W 350mA 13-40V 120-277V 50/60HZ 0-10V DIM-TR
E2-708,,DRIVER - CC 30W 350mA 2-55V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG B -EL
E2-709,,DRIVER - CC 30W 500mA 2-55V 120-277V 50/60HZ 0-10V LOG  1% DIM PKG B -EL
E2-710,,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG B -EL
E2-711,,DRIVER - CC 30W 1050mA 2-55V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG B -EL
E2-714,,DRIVER - CC 30W 275mA 5-55V 120-277V 50/60HZ 0-10V LOG 0.1% DIM PKG B -EL
E2-715,,DRIVER - CC 30W 500mA 5-55V 120V-277V 50/60HZ  0-10 LIN DIM 1% INT HSG-EL
E2-716,,DRIVER - CC 32W 490mA 20-46V 120V 50/60HZ FWD/REV DIM 1%  -HT
E2-717,,DRIVER - CC 30W 700mA 5-55V 120-277V 50/60HZ 0-10 LIN DIM 1% INT HSG -EL
E2-718,,DRIVER - CC 30W 400mA 2-55V 120-277V 50/60HZ  0-10V LOG 1% DIM PKG B -EL
E2-719,A,EM DRIVER - CC 7.0W 270mA 30-50V 120/277V 50/60HZ  BOTTOM EXIT
E2-720,,DRIVER - CC 20W 500mA 24-40V 120V 50/60HZ FWD/REV DIM - TR
E2-721,,DRIVER - CC 32W XXXmA 20-46V 120V 50/60HZ FWD/REV 1% DIM -HT
E2-722,,DRIVER - CC 30W 350mA 8-50V 120-277V 50/60HZ DMX DIM -MO
E2-723,,DRIVER - CC 30W 500mA 8-50V 120-277V 50/60HZ DMX DIM -MO
E2-724,,DRIVER - CC 30W 700mA 8-43V 120-277V 50/60HZ DMX DIM -MO
E2-725,,DRIVER - CC 30W 1000mA 8-50V 120-277V 50/60HZ DMX DIM -MO
E2-728-A,,DRIVER SET KEY-HATCH-A 1.0(100% MAX CURRENT)
E2-728-M,,DRIVER SET KEY-HATCH - M 0.70 (70% MAX CURRENT)
E2-728-N,,DRIVER SET KEY-HATCH -N 0.68 (68% MAX CURRENT)
E2-728-P,,DRIVER KEY-HATCH-P .63 (63% MAX CURRENT)
E2-728-U,,DRIVER SET KEY- HATCH - U 0.50 (50% MAX CURRENT)
E2-732,,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ 0-10V LIN  1% DIM PKG B -EL
E2-733,,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG B -EL
E2-734,,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ DALI LIN 1% DIM PKG B -EL
E2-735,,DRIVER- CC 32W 1050-525mA 14-34V 120V 50/60HZ FWD/REV 1% DIM-HT
E2-736,,DRIVER - CC 50W 1300mA 2-55V 120-277V 50/60HZ 0-10V LIN 1% DIM PKG B -EL
E2-737,,DRIVER - CC 50W 1300mA 2-55V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG B -EL
E2-738,,DRIVER - CC 50W 1300mA 2-55V 120-277V 50/60HZ DALI LIN 1% DIM PKG B -EL
E2-739,,DRIVER - CC 50W 700mA 2-55V 120-277V 50/60HZ 0-10V LIN 1% DIM PKG B -EL
E2-740,,DRIVER - CC 50W 700mA 2-55V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG B -EL
E2-741,,DRIVER - CC 50W 700mA 2-55V 120-277V 50/60HZ DALI LIN 1% DIM PKG B -EL
E2-742,,DRIVER - CC 30W 175mA 2-55V 120-277V 50/60HZ 0-10V LIN DIM PKG B-EL
